1;0;2566.00;9.90;1272.00;0.00;0.28
2;0;2565.00;10.00;1287.00;0.00;0.28
3;0;2557.00;9.90;1292.00;0.00;0.16
4;0;2549.00;9.85;1287.00;0.00;0.24
5;0;2556.00;9.90;1283.00;0.00;0.24
6;0;2572.00;9.90;1280.00;0.00;0.16
7;0;2546.00;9.87;1278.00;0.00;0.16
8;0;2553.00;9.90;1273.00;0.00;0.28
9;0;2558.00;9.90;1266.00;0.00;0.16
10;0;3173.00;9.50;1429.00;0.00;2.88
11;0;3277.00;9.50;52.00;0.00;2.36
12;0;3626.00;9.50;1149.00;0.00;2.64
13;0;3586.00;9.50;203.00;0.00;3.04
14;0;663.00;9.50;2323.00;0.00;2.92
15;0;928.00;9.50;2261.00;0.00;2.60
16;0;396.00;9.50;1459.00;0.00;3.04
17;0;3254.00;9.50;2389.00;0.00;2.96
18;0;512.00;9.50;1965.00;0.00;2.80
19;0;626.00;9.50;830.00;0.00;3.04
20;0;1474.00;9.50;1287.00;0.00;3.08
21;0;2643.00;9.50;132.00;0.00;2.64
22;0;2096.00;9.50;460.00;0.00;3.52
23;0;206.00;9.50;548.00;0.00;3.40
24;0;3262.00;9.50;864.00;0.00;3.60
25;0;455.00;9.50;2144.00;0.00;2.80
26;0;42.00;9.50;2034.00;0.00;1.96
27;0;2789.00;9.50;869.00;0.00;3.32
28;0;4910.00;9.50;2461.00;0.00;2.72
29;0;54.00;9.50;1743.00;0.00;2.48
30;0;1624.00;9.50;1160.00;0.00;2.76
31;0;508.00;9.50;715.00;0.00;2.92
32;0;675.00;9.50;559.00;0.00;2.68
33;0;1831.00;9.50;1548.00;0.00;3.04
34;0;3409.00;9.50;1494.00;0.00;2.64
35;0;2044.00;9.50;1911.00;0.00;3.20
36;0;4614.00;9.50;2212.00;0.00;2.96
37;0;2103.00;9.50;919.00;0.00;2.68
38;0;2955.00;9.50;2005.00;0.00;2.84
39;0;1668.00;9.50;839.00;0.00;2.92
40;0;4868.00;9.50;2153.00;0.00;3.00
41;0;229.00;9.50;1017.00;0.00;2.68
42;0;683.00;9.50;422.00;0.00;2.40
43;0;3546.00;9.50;1087.00;0.00;2.76
44;0;2997.00;9.50;2435.00;0.00;2.96
45;0;477.00;9.50;1853.00;0.00;3.04
46;0;4740.00;9.50;882.00;0.00;2.72
47;0;1204.00;9.50;1427.00;0.00;3.52
48;0;4430.00;9.50;1380.00;0.00;3.32
49;0;2026.00;9.50;1114.00;0.00;2.68
50;0;3803.00;9.50;2507.00;0.00;2.44
51;0;2226.00;9.50;502.00;0.00;3.32
52;0;1987.00;9.50;416.00;0.00;2.96
53;0;1005.00;9.50;149.00;0.00;2.60
54;0;1439.00;9.50;1086.00;0.00;3.28
55;0;3538.00;9.50;647.00;0.00;2.60
