1;arms_factory;2565.00;9.98;1285.00;6.02;0
1;arms_factory;2550.00;9.90;1279.00;6.12;0
1;arms_factory;2557.00;9.90;1279.00;3.96;0
1;arms_factory;2552.00;9.90;1274.00;1.80;0
1;arms_factory;2558.00;9.90;1289.00;4.46;0
1;arms_factory;2547.00;9.90;1279.00;6.03;0
1;industrial_complex;2554.00;9.85;1279.00;2.41;0
1;industrial_complex;2555.00;9.90;1268.00;0.25;0
1;industrial_complex;2565.00;9.80;1293.00;1.45;0
1;industrial_complex;2563.00;9.90;1274.00;4.47;0
1;industrial_complex;2565.00;9.93;1283.00;0.85;0
1;industrial_complex;2561.00;9.90;1267.00;3.52;0
1;air_base;2549.00;9.90;1277.00;5.08;0
1;supply_node;2566.00;9.90;1272.00;4.21;0
1;supply_node;2565.00;10.00;1287.00;0.87;0
1;supply_node;2557.00;9.90;1292.00;2.34;0
1;supply_node;2549.00;9.85;1287.00;0.10;0
1;supply_node;2556.00;9.90;1283.00;3.04;0
1;supply_node;2572.00;9.90;1280.00;4.52;0
1;supply_node;2546.00;9.88;1278.00;2.27;0
1;supply_node;2553.00;9.90;1273.00;3.75;0
1;supply_node;2558.00;9.90;1266.00;0.41;0
1;naval_base;2545.00;9.60;1276.00;-0.24;493
1;naval_base;2563.00;9.80;1294.00;-3.31;785
1;naval_base;2573.00;9.57;1271.00;0.79;493
1;naval_base;2548.00;9.80;1289.00;-2.36;785
1;naval_base;2553.00;9.57;1294.00;-3.14;785
1;naval_base;2549.00;9.50;1268.00;-0.67;493
1;naval_base;2559.00;9.50;1264.00;0.00;493
1;naval_base;2575.00;9.82;1278.00;-4.25;791
1;bunker;2572.00;9.88;1283.00;4.19;0
1;bunker;2555.00;9.90;1279.00;0.92;0
1;bunker;2560.00;9.90;1266.00;3.59;0
1;bunker;2566.00;9.93;1288.00;6.25;0
1;bunker;2549.00;9.90;1273.00;2.64;0
1;bunker;2566.00;9.90;1272.00;5.65;0
1;bunker;2549.00;9.90;1278.00;2.04;0
1;bunker;2558.00;9.90;1291.00;4.70;0
1;bunker;2551.00;9.90;1286.00;2.54;0
1;coastal_bunker;2568.00;9.80;1292.00;-3.31;0
1;coastal_bunker;2574.00;9.80;1276.00;-4.25;0
1;coastal_bunker;2544.00;9.50;1278.00;-2.55;0
1;coastal_bunker;2571.00;9.80;1270.00;0.79;0
1;coastal_bunker;2548.00;9.57;1290.00;-2.36;0
1;coastal_bunker;2561.00;9.50;1264.00;0.00;0
1;coastal_bunker;2550.00;9.50;1267.00;-0.67;0
1;coastal_bunker;2563.00;9.80;1295.00;-3.14;0
1;dockyard;2572.00;9.57;1270.00;0.79;0
1;anti_air_building;2562.00;9.90;1270.00;3.66;0
1;anti_air_building;2552.00;9.90;1269.00;0.04;0
1;anti_air_building;2553.00;9.90;1276.00;1.60;0
1;synthetic_refinery;2574.00;9.88;1278.00;5.72;0
1;fuel_silo;2569.00;9.80;1269.00;0.65;0
1;radar_station;2560.00;9.90;1280.00;5.89;0
1;rocket_site;2571.00;9.90;1286.00;0.04;0
1;nuclear_reactor;2571.00;9.88;1278.00;4.17;0
1;floating_harbor;2574.95;9.50;1263.05;-2.36;1
1;floating_harbor;2576.82;9.50;1294.88;-0.98;2
1;floating_harbor;2557.00;9.50;1301.00;0.00;3
1;floating_harbor;2542.05;9.50;1293.95;0.79;4
1;floating_harbor;2580.26;9.50;1284.13;-1.11;6
1;floating_harbor;2540.12;9.50;1286.82;0.59;7
1;floating_harbor;2544.63;9.50;1262.53;-3.82;8
1;floating_harbor;2558.00;9.50;1258.00;-3.14;9
